order,species,gestation_length_d
Carnivora,Genetta_thierryi,NA
Carnivora,Genetta_tigrina,71.48
Carnivora,Genetta_victoriae,NA
Rodentia,Geocapromys_brownii,120
Rodentia,Geocapromys_ingrahami,109.21
Rodentia,Geocapromys_thoracatus,NA
Afrosoricida,Geogale_aurita,57.64
Rodentia,Geomys_arenarius,NA
Rodentia,Geomys_attwateri,NA
Rodentia,Geomys_breviceps,NA
Rodentia,Geomys_bursarius,18.5
Rodentia,Geomys_knoxjonesi,23.98
Rodentia,Geomys_personatus,NA
Rodentia,Geomys_pinetis,NA
Rodentia,Geomys_texensis,NA
Rodentia,Geomys_tropicalis,NA
Rodentia,Georychus_capensis,43.74
Rodentia,Geoxus_valdivianus,NA
Rodentia,Gerbilliscus_afra,23.3
Rodentia,Gerbilliscus_boehmi,NA
Rodentia,Gerbilliscus_brantsii,22.64
Rodentia,Gerbilliscus_guineae,NA
Rodentia,Gerbilliscus_inclusus,23.15
Rodentia,Gerbilliscus_kempi,25.33
Rodentia,Gerbilliscus_leucogaster,28.37
Rodentia,Gerbilliscus_nigricaudus,NA
Rodentia,Gerbilliscus_phillipsi,NA
Rodentia,Gerbilliscus_robustus,NA
Rodentia,Gerbilliscus_validus,25
Rodentia,Gerbillurus_paeba,26
Rodentia,Gerbillurus_setzeri,NA
Rodentia,Gerbillurus_tytonis,NA
Rodentia,Gerbillurus_vallinus,NA
Rodentia,Gerbillus_acticola,NA
Rodentia,Gerbillus_agag,NA
Rodentia,Gerbillus_amoenus,NA
Rodentia,Gerbillus_andersoni,NA
Rodentia,Gerbillus_aquilus,NA
Rodentia,Gerbillus_brockmani,NA
Rodentia,Gerbillus_burtoni,NA
Rodentia,Gerbillus_cheesmani,NA
Rodentia,Gerbillus_dongolanus,NA
Rodentia,Gerbillus_dunni,NA
Rodentia,Gerbillus_famulus,NA
Rodentia,Gerbillus_floweri,NA
Rodentia,Gerbillus_garamantis,NA
Cetacea,Eschrichtius_robustus,379.9
Cetacea,Eubalaena_australis,361.98
Cetacea,Eubalaena_glacialis,345.96
Cetacea,Eubalaena_japonica,NA
Rodentia,Euchoreutes_naso,NA
Chiroptera,Euderma_maculatum,NA
Chiroptera,Eudiscopus_denticulus,NA
Artiodactyla,Eudorcas_rufifrons,174.73
Chiroptera,Eumops_auripendulus,NA
Chiroptera,Eumops_bonariensis,NA
Chiroptera,Eumops_dabbenei,NA
Chiroptera,Eumops_glaucinus,NA
Chiroptera,Eumops_hansae,NA
Chiroptera,Eumops_maurus,NA
Rodentia,Exilisciurus_exilis,NA
Rodentia,Exilisciurus_whiteheadi,NA
Chiroptera,Falsistrellus_affinis,NA
Chiroptera,Falsistrellus_mackenziei,NA
Chiroptera,Falsistrellus_mordax,NA
Chiroptera,Falsistrellus_petersi,NA
Chiroptera,Falsistrellus_tasmaniensis,NA
Carnivora,Felis_bieti,NA
Carnivora,Felis_catus,62.99
Carnivora,Felis_chaus,62.88
Carnivora,Felis_manul,76.08
Carnivora,Felis_margarita,63.61
Carnivora,Felis_nigripes,67.5
Rodentia,Graphiurus_ocularis,NA
Rodentia,Graphiurus_platyops,NA
Rodentia,Graphiurus_rupicola,NA
Rodentia,Graphiurus_surdus,NA
Carnivora,Gulo_gulo,161.73
Diprotodontia,Gymnobelideus_leadbeateri,18.43
Rodentia,Gymnuromys_roberti,NA
Rodentia,Habromys_chinanteco,NA
Rodentia,Habromys_delicatulus,NA
Rodentia,Habromys_ixtlani,NA
Rodentia,Habromys_lepturus,NA
Rodentia,Habromys_lophurus,NA
Rodentia,Habromys_simulatus,NA
Rodentia,Hadromys_humei,NA
Rodentia,Hadromys_yunnanensis,NA
Rodentia,Haeromys_margarettae,NA
Rodentia,Haeromys_minahassae,NA
Rodentia,Haeromys_pusillus,NA
Carnivora,Halichoerus_grypus,349.79
Rodentia,Handleyomys_fuscatus,NA
Rodentia,Handleyomys_intectus,NA
Primates,Hapalemur_alaotrensis,NA
Primates,Hapalemur_aureus,142.5
Primates,Hapalemur_griseus,141.24
Primates,Hapalemur_occidentalis,NA
Rodentia,Hapalomys_delacouri,NA
Rodentia,Hapalomys_longicaudatus,NA
Chiroptera,Haplonycteris_fischeri,174.73
Chiroptera,Harpiocephalus_harpia,NA
Chiroptera,Harpiocephalus_mordax,NA
Chiroptera,Harpyionycteris_celebensis,NA
Chiroptera,Harpyionycteris_whiteheadi,132.74
Rodentia,Heimyscus_fumosus,NA
Carnivora,Helarctos_malayanus,98.34
Rodentia,Heliophobius_argenteocinereus,87
Carnivora,Herpestes_fuscus,NA
Carnivora,Herpestes_ichneumon,75.87
Carnivora,Herpestes_javanicus,48.48
Carnivora,Herpestes_naso,NA
Carnivora,Herpestes_semitorquatus,NA
Carnivora,Herpestes_smithii,NA
Carnivora,Herpestes_urva,65.7
Carnivora,Felis_silvestris,65.49
Rodentia,Felovia_vae,NA
Cetacea,Feresa_attenuata,NA
Soricomorpha,Feroculus_feroculus,NA
Carnivora,Fossa_fossana,88.38
Rodentia,Funambulus_layardi,NA
Rodentia,Funambulus_palmarum,34
Rodentia,Funambulus_pennantii,41.77
Rodentia,Funambulus_sublineatus,NA
Rodentia,Funambulus_tristriatus,NA
Rodentia,Funisciurus_anerythrus,NA
Rodentia,Funisciurus_bayonii,NA
Rodentia,Funisciurus_carruthersi,NA
Rodentia,Funisciurus_congicus,54.23
Rodentia,Funisciurus_isabella,NA
Rodentia,Funisciurus_lemniscatus,NA
Rodentia,Funisciurus_leucogenys,NA
Rodentia,Funisciurus_pyrropus,NA
Rodentia,Funisciurus_substriatus,NA
Chiroptera,Furipterus_horrens,NA
Primates,Galago_alleni,133
Primates,Galago_cameronensis,NA
Primates,Galago_demidoff,111
Primates,Galago_gabonensis,NA
Primates,Galago_gallarum,NA
Primates,Galago_granti,NA
Primates,Galago_matschiei,NA
Primates,Galago_moholi,122.29
Primates,Galago_nyasae,NA
Primates,Galago_orinus,NA
Primates,Galago_rondoensis,NA
Primates,Galago_senegalensis,126.98
Rodentia,Gerbillus_henleyi,NA
Rodentia,Gerbillus_hesperinus,NA
Rodentia,Gerbillus_hoogstraali,NA
Rodentia,Gerbillus_latastei,NA
Rodentia,Gerbillus_mauritaniae,NA
Rodentia,Gerbillus_mesopotamiae,NA
Rodentia,Gerbillus_muriculus,NA
Rodentia,Gerbillus_nancillus,NA
Rodentia,Gerbillus_nanus,20.97
Rodentia,Gerbillus_nigeriae,NA
Rodentia,Gerbillus_occiduus,NA
Rodentia,Gerbillus_perpallidus,20.22
Rodentia,Gerbillus_poecilops,NA
Rodentia,Gerbillus_principulus,NA
Rodentia,Gerbillus_pulvinatus,NA
Rodentia,Gerbillus_pusillus,NA
Rodentia,Gerbillus_pyramidum,22.14
Rodentia,Gerbillus_rosalinda,NA
Rodentia,Gerbillus_syrticus,NA
Rodentia,Gerbillus_tarabuli,NA
Rodentia,Gerbillus_vivax,NA
Rodentia,Gerbillus_watersi,NA
Artiodactyla,Giraffa_camelopardalis,455.25
Rodentia,Glaucomys_sabrinus,40
Rodentia,Glaucomys_volans,39.49
Chiroptera,Glauconycteris_alboguttata,NA
Chiroptera,Glauconycteris_argentata,NA
Chiroptera,Glauconycteris_beatrix,NA
Chiroptera,Glauconycteris_curryae,NA
Chiroptera,Glauconycteris_egeria,NA
Chiroptera,Glauconycteris_gleni,NA
Chiroptera,Glauconycteris_humeralis,NA
Chiroptera,Glauconycteris_kenyacola,NA
Chiroptera,Glauconycteris_machadoi,NA
Chiroptera,Glauconycteris_poensis,NA
Chiroptera,Glauconycteris_superba,NA
Chiroptera,Glauconycteris_variegata,NA
Didelphimorphia,Glironia_venusta,NA
Rodentia,Glirulus_japonicus,31.4
Rodentia,Glis_glis,28.19
Chiroptera,Glischropus_javanus,NA
Chiroptera,Glischropus_tylopus,NA
Cetacea,Globicephala_macrorhynchus,452
Cetacea,Globicephala_melas,479.06
Chiroptera,Glossophaga_commissarisi,NA
Chiroptera,Glossophaga_leachii,NA
Chiroptera,Glossophaga_longirostris,NA
Chiroptera,Glossophaga_morenoi,NA
Chiroptera,Glossophaga_soricina,107.97
Chiroptera,Glyphonycteris_behnii,NA
Chiroptera,Glyphonycteris_daviesi,NA
Chiroptera,Glyphonycteris_sylvestris,NA
Rodentia,Glyphotes_simus,NA
Rodentia,Golunda_ellioti,NA
Primates,Gorilla_beringei,NA
Primates,Gorilla_gorilla,257
Didelphimorphia,Gracilinanus_aceramarcae,NA
Didelphimorphia,Gracilinanus_agilis,NA
Didelphimorphia,Gracilinanus_agricolai,NA
Didelphimorphia,Gracilinanus_dryas,NA
Didelphimorphia,Gracilinanus_emiliae,NA
Didelphimorphia,Gracilinanus_formosus,NA
Didelphimorphia,Gracilinanus_ignitus,NA
Didelphimorphia,Gracilinanus_marica,NA
Rodentia,Grammomys_gigas,NA
Rodentia,Grammomys_ibeanus,NA
Rodentia,Grammomys_kuru,NA
Rodentia,Grammomys_macmillani,NA
Rodentia,Grammomys_minnae,NA
Rodentia,Grammomys_poensis,24.65
Cetacea,Grampus_griseus,365
Rodentia,Graomys_centralis,NA
Rodentia,Graomys_domorum,NA
Rodentia,Graomys_edithae,NA
Rodentia,Graomys_griseoflavus,NA
Rodentia,Graphiurus_angolensis,NA
Rodentia,Graphiurus_christyi,NA
Rodentia,Graphiurus_crassicaudatus,NA
Rodentia,Graphiurus_johnstoni,NA
Rodentia,Graphiurus_kelleni,NA
Rodentia,Graphiurus_lorraineus,NA
Rodentia,Graphiurus_microtis,NA
Rodentia,Graphiurus_monardi,NA
Rodentia,Graphiurus_murinus,23.99
Rodentia,Graphiurus_nagtglasii,NA
Didelphimorphia,Gracilinanus_microtarsus,NA
Rodentia,Grammomys_aridulus,NA
Rodentia,Grammomys_buntingi,NA
Rodentia,Grammomys_caniceps,NA
Rodentia,Grammomys_cometes,NA
Rodentia,Grammomys_dolichurus,23.99
Rodentia,Isthmomys_flavidus,NA
Rodentia,Isthmomys_pirrensis,NA
Rodentia,Jaculus_blanfordi,NA
Rodentia,Jaculus_jaculus,33.54
Rodentia,Jaculus_orientalis,40
Rodentia,Juliomys_pictipes,NA
Rodentia,Juliomys_rimofrons,NA
Rodentia,Juscelinomys_candango,NA
Rodentia,Juscelinomys_guaporensis,NA
Rodentia,Juscelinomys_huanchacae,NA
Rodentia,Kadarsanomys_sodyi,NA
Rodentia,Kannabateomys_amblyonyx,NA
Chiroptera,Kerivoula_africana,NA
Chiroptera,Kerivoula_agnella,NA
Chiroptera,Kerivoula_argentata,NA
Chiroptera,Kerivoula_cuprosa,NA
Rodentia,Grammomys_dryas,NA
Rodentia,Heliosciurus_gambianus,NA
Rodentia,Heliosciurus_mutabilis,NA
Rodentia,Heliosciurus_punctatus,NA
Rodentia,Heliosciurus_rufobrachium,NA
Rodentia,Heliosciurus_ruwenzorii,NA
Rodentia,Heliosciurus_undulatus,NA
Carnivora,Helogale_hirtula,NA
Carnivora,Helogale_parvula,54.08
Diprotodontia,Hemibelideus_lemuroides,NA
Afrosoricida,Hemicentetes_nigriceps,55.32
Afrosoricida,Hemicentetes_semispinosus,53.07
Erinaceomorpha,Hemiechinus_auritus,37.18
Erinaceomorpha,Hemiechinus_collaris,38.49
Carnivora,Hemigalus_derbyanus,NA
Artiodactyla,Hemitragus_hylocrius,186.35
Artiodactyla,Hemitragus_jayakari,164.31
Artiodactyla,Hemitragus_jemlahicus,195.76
Carnivora,Herpestes_brachyurus,NA
Carnivora,Herpestes_edwardsi,63.09
Rodentia,Heteropsomys_antillensis,NA
Rodentia,Heteropsomys_insulans,NA
Artiodactyla,Hexaprotodon_liberiensis,200
Rodentia,Hexolobodon_phenax,NA
Artiodactyla,Hippocamelus_antisensis,235.72
Artiodactyla,Hippocamelus_bisulcus,212.91
Artiodactyla,Hippopotamus_amphibius,235.37
Chiroptera,Hipposideros_abae,91.24
Chiroptera,Hipposideros_armiger,NA
Chiroptera,Hipposideros_ater,195
Chiroptera,Hipposideros_beatus,NA
Chiroptera,Hipposideros_bicolor,42.1
Chiroptera,Hipposideros_breviceps,NA
Chiroptera,Hipposideros_caffer,139.92
Chiroptera,Hipposideros_calcaratus,NA
Chiroptera,Hipposideros_camerunensis,NA
Chiroptera,Hipposideros_cervinus,NA
Chiroptera,Hipposideros_cineraceus,NA
Chiroptera,Hipposideros_commersoni,150.34
Chiroptera,Hipposideros_coronatus,NA
Chiroptera,Hipposideros_corynophyllus,NA
Chiroptera,Hipposideros_coxi,NA
Chiroptera,Hipposideros_crumeniferus,NA
Chiroptera,Hipposideros_curtus,NA
Chiroptera,Hipposideros_cyclops,106.45
Chiroptera,Hipposideros_demissus,NA
Chiroptera,Hipposideros_diadema,NA
Chiroptera,Hipposideros_dinops,NA
Chiroptera,Hipposideros_doriae,NA
Chiroptera,Hipposideros_durgadasi,NA
Chiroptera,Hipposideros_dyacorum,NA
Chiroptera,Hipposideros_edwardshilli,NA
Chiroptera,Hipposideros_fuliginosus,NA
Chiroptera,Hipposideros_fulvus,161.65
Chiroptera,Hipposideros_galeritus,NA
Chiroptera,Hipposideros_gigas,NA
Chiroptera,Hipposideros_grandis,NA
Chiroptera,Hipposideros_halophyllus,NA
Chiroptera,Hipposideros_hypophyllus,NA
Chiroptera,Hipposideros_inexpectatus,NA
Chiroptera,Hipposideros_inornatus,NA
Chiroptera,Hipposideros_jonesi,NA
Chiroptera,Hipposideros_lamottei,NA
Chiroptera,Hipposideros_lankadiva,257.02
Chiroptera,Hipposideros_larvatus,NA
Chiroptera,Hipposideros_lekaguli,NA
Chiroptera,Hipposideros_lylei,NA
Chiroptera,Hipposideros_macrobullatus,NA
Chiroptera,Hipposideros_madurae,NA
Chiroptera,Hipposideros_maggietaylorae,NA
Chiroptera,Hipposideros_marisae,NA
Chiroptera,Hipposideros_megalotis,NA
Chiroptera,Hipposideros_muscinus,NA
Chiroptera,Hipposideros_nequam,NA
Chiroptera,Hipposideros_obscurus,NA
Chiroptera,Hipposideros_orbiculus,NA
Chiroptera,Hipposideros_papua,NA
Chiroptera,Hipposideros_pelingensis,NA
Chiroptera,Hipposideros_pomona,NA
Chiroptera,Hipposideros_pratti,NA
Chiroptera,Hipposideros_pygmaeus,NA
Chiroptera,Hipposideros_ridleyi,NA
Chiroptera,Hipposideros_rotalis,NA
Chiroptera,Hipposideros_ruber,92.54
Chiroptera,Hipposideros_scutinares,NA
Chiroptera,Hipposideros_semoni,NA
Chiroptera,Hipposideros_sorenseni,NA
Chiroptera,Hipposideros_speoris,139.13
Chiroptera,Hipposideros_stenotis,NA
Chiroptera,Hipposideros_sumbae,NA
Chiroptera,Hipposideros_thomensis,NA
Chiroptera,Hipposideros_turpis,NA
Chiroptera,Hipposideros_vittatus,NA
Chiroptera,Hipposideros_wollastoni,NA
Artiodactyla,Hippotragus_equinus,278.23
Artiodactyla,Hippotragus_leucophaeus,NA
Artiodactyla,Hippotragus_niger,272.87
Chiroptera,Histiotus_alienus,NA
Chiroptera,Histiotus_humboldti,NA
Chiroptera,Histiotus_laephotis,NA
Chiroptera,Histiotus_macrotus,NA
Chiroptera,Histiotus_magellanicus,NA
Chiroptera,Histiotus_montanus,NA
Chiroptera,Histiotus_velatus,NA
Carnivora,Histriophoca_fasciata,299.18
Rodentia,Hodomys_alleni,NA
Rodentia,Holochilus_brasiliensis,28.4
Rodentia,Holochilus_chacarius,NA
Rodentia,Holochilus_sciureus,NA
Primates,Homo_sapiens,274.78
Rodentia,Hoplomys_gymnurus,59.99
Carnivora,Hyaena_brunnea,95.8
Carnivora,Hyaena_hyaena,90.5
Rodentia,Hybomys_badius,NA
Rodentia,Hybomys_basilii,NA
Rodentia,Hybomys_lunaris,NA
Rodentia,Hybomys_planifrons,NA
Rodentia,Hybomys_trivirgatus,NA
Rodentia,Hybomys_univittatus,30
Carnivora,Hydrictis_maculicollis,59.6
Rodentia,Hydrochoerus_hydrochaeris,150.73
Rodentia,Hydrochoerus_isthmius,108.21
Sirenia,Hydrodamalis_gigas,365
Rodentia,Hydromys_chrysogaster,36.6
Rodentia,Hydromys_habbema,NA
Rodentia,Hydromys_hussoni,NA
Rodentia,Hydromys_neobritannicus,NA
Rodentia,Hydromys_shawmayeri,NA
Artiodactyla,Hydropotes_inermis,175.49
Carnivora,Hydrurga_leptonyx,272.79
Artiodactyla,Hyemoschus_aquaticus,173.52
Didelphimorphia,Hyladelphys_kalinowskii,NA
Primates,Hylobates_agilis,NA
Primates,Hylobates_albibarbis,NA
Primates,Hylobates_klossii,207.59
Primates,Hylobates_lar,212.91
Carnivora,Herpestes_vitticollis,NA
Chiroptera,Hesperoptenus_blanfordi,NA
Rodentia,Heteromys_gaumeri,NA
Rodentia,Heteromys_nelsoni,NA
Rodentia,Heteromys_oasicus,NA
Rodentia,Heteromys_oresterus,NA
Rodentia,Heteromys_teleus,NA
Rodentia,Lagostomus_crassus,NA
Chiroptera,Lampronycteris_brachyotis,NA
Rodentia,Lariscus_hosei,NA
Rodentia,Lariscus_insignis,NA
Rodentia,Lariscus_niobe,NA
Rodentia,Lariscus_obscurus,NA
Chiroptera,Lasionycteris_noctivagans,53.55
Chiroptera,Lasiurus_borealis,84.21
Chiroptera,Lasiurus_castaneus,NA
Chiroptera,Lasiurus_cinereus,57.18
Chiroptera,Lasiurus_degelidus,NA
Chiroptera,Lasiurus_ebenus,NA
Chiroptera,Lasiurus_ega,96.22
Chiroptera,Lasiurus_egregius,NA
Chiroptera,Lasiurus_insularis,NA
Chiroptera,Lasiurus_intermedius,NA
Chiroptera,Lasiurus_minor,NA
Chiroptera,Lasiurus_pfeifferi,NA
Chiroptera,Lasiurus_salinae,NA
Chiroptera,Lasiurus_seminolus,NA
Chiroptera,Lasiurus_varius,NA
Chiroptera,Lasiurus_xanthinus,NA
Chiroptera,Latidens_salimalii,NA
Chiroptera,Lavia_frons,93.86
Rodentia,Leggadina_forresti,NA
Rodentia,Leggadina_lakedownensis,32.99
Rodentia,Leimacomys_buettneri,NA
Rodentia,Lemmiscus_curtatus,25.16
Rodentia,Margaretamys_elegans,NA
Rodentia,Margaretamys_parvus,NA
Didelphimorphia,Marmosa_andersoni,NA
Didelphimorphia,Marmosa_lepida,NA
Didelphimorphia,Marmosa_mexicana,NA
Didelphimorphia,Marmosa_murina,13.27
Didelphimorphia,Marmosa_quichua,NA
Didelphimorphia,Marmosa_robinsoni,13.83
Didelphimorphia,Marmosa_rubra,NA
Didelphimorphia,Marmosa_tyleriana,NA
Didelphimorphia,Marmosa_xerophila,NA
Didelphimorphia,Marmosops_bishopi,NA
Didelphimorphia,Marmosops_cracens,NA
Didelphimorphia,Marmosops_dorothea,NA
Didelphimorphia,Marmosops_fuscatus,NA
Didelphimorphia,Marmosops_handleyi,NA
Didelphimorphia,Marmosops_impavidus,NA
Didelphimorphia,Marmosops_incanus,NA
Didelphimorphia,Marmosops_invictus,NA
Didelphimorphia,Marmosops_juninensis,NA
Didelphimorphia,Marmosops_neblina,NA
Primates,Hylobates_moloch,241.2
Primates,Hylobates_muelleri,206.7
Primates,Hylobates_pileatus,200.16
Artiodactyla,Hylochoerus_meinertzhageni,151
Erinaceomorpha,Hylomys_megalotis,NA
Erinaceomorpha,Hylomys_parvus,NA
Erinaceomorpha,Hylomys_suillus,32.71
Rodentia,Hylomyscus_aeta,NA
Rodentia,Hylomyscus_alleni,29
Rodentia,Hylomyscus_baeri,NA
Rodentia,Hylomyscus_carillus,NA
Rodentia,Hylomyscus_denniae,NA
Rodentia,Hylomyscus_grandis,NA
Rodentia,Hylomyscus_parvus,NA
Rodentia,Hylomyscus_stella,29.49
Chiroptera,Hylonycteris_underwoodi,NA
Rodentia,Hylopetes_alboniger,NA
Rodentia,Hylopetes_bartelsi,NA
Rodentia,Hylopetes_lepidus,40
Rodentia,Hylopetes_nigripes,NA
Rodentia,Hylopetes_phayrei,NA
Rodentia,Hylopetes_platyurus,NA
Rodentia,Hylopetes_sipora,NA
Rodentia,Hylopetes_spadiceus,NA
Rodentia,Hylopetes_winstoni,NA
Rodentia,Hyomys_dammermani,NA
Rodentia,Hyomys_goliath,NA
Rodentia,Hyosciurus_heinrichi,NA
Rodentia,Hyosciurus_ileile,NA
Rodentia,Hyperacrius_fertilis,NA
Rodentia,Hyperacrius_wynnei,NA
Cetacea,Hyperoodon_ampullatus,365
Cetacea,Hyperoodon_planifrons,NA
Rodentia,Hypogeomys_antimena,NA
Chiroptera,Hypsignathus_monstrosus,125.14
Diprotodontia,Hypsiprymnodon_moschatus,NA
Chiroptera,Hypsugo_alaschanicus,NA
Chiroptera,Hypsugo_anchietae,NA
Chiroptera,Hypsugo_anthonyi,NA
Chiroptera,Hypsugo_arabicus,NA
Chiroptera,Hypsugo_ariel,NA
Chiroptera,Hypsugo_bodenheimeri,NA
Chiroptera,Hypsugo_cadornae,NA
Chiroptera,Hypsugo_crassulus,NA
Chiroptera,Hypsugo_eisentrauti,NA
Chiroptera,Hypsugo_imbricatus,NA
Chiroptera,Hypsugo_joffrei,NA
Chiroptera,Hypsugo_kitcheneri,NA
Chiroptera,Hypsugo_lophurus,NA
Chiroptera,Hypsugo_macrotis,NA
Chiroptera,Hypsugo_musciculus,NA
Chiroptera,Hypsugo_pulveratus,NA
Chiroptera,Hypsugo_savii,NA
Chiroptera,Hypsugo_vordermanni,NA
Rodentia,Hystrix_africaeaustralis,93.49
Rodentia,Hystrix_brachyura,112
Rodentia,Hystrix_crassispinis,112
Rodentia,Hystrix_cristata,79.19
Rodentia,Hystrix_indica,112
Rodentia,Hystrix_javanica,112
Rodentia,Hystrix_pumila,112
Rodentia,Hystrix_sumatrae,112
Chiroptera,Ia_io,NA
Carnivora,Ichneumia_albicauda,NA
Rodentia,Ichthyomys_hydrobates,NA
Rodentia,Ichthyomys_pittieri,NA
Rodentia,Ichthyomys_stolzmanni,NA
Rodentia,Ichthyomys_tweedii,NA
Carnivora,Ictonyx_libyca,37.78
Carnivora,Ictonyx_striatus,36.76
Chiroptera,Idionycteris_phyllotis,NA
Rodentia,Idiurus_macrotis,NA
Rodentia,Idiurus_zenkeri,NA
Cetacea,Indopacetus_pacificus,NA
Primates,Indri_indri,136.5
Cetacea,Inia_geoffrensis,314.25
Rodentia,Iomys_horsfieldii,NA
Rodentia,Iomys_sipora,NA
Rodentia,Irenomys_tarsalis,NA
Rodentia,Isolobodon_montanus,NA
Rodentia,Isolobodon_portoricensis,NA
Peramelemorphia,Isoodon_auratus,12
Peramelemorphia,Isoodon_macrourus,12.51
Peramelemorphia,Isoodon_obesulus,15
Rodentia,Isothrix_bistriata,NA
Rodentia,Isothrix_negrensis,NA
Rodentia,Isothrix_pagurus,NA
Rodentia,Isothrix_sinnamariensis,NA
Chiroptera,Kerivoula_eriophora,NA
Chiroptera,Kerivoula_flora,NA
Chiroptera,Kerivoula_hardwickii,NA
Chiroptera,Kerivoula_intermedia,NA
Chiroptera,Kerivoula_lanosa,NA
Chiroptera,Kerivoula_lenis,NA
Chiroptera,Kerivoula_minuta,NA
Chiroptera,Kerivoula_muscina,NA
Chiroptera,Kerivoula_myrella,NA
Chiroptera,Kerivoula_papillosa,NA
Chiroptera,Kerivoula_pellucida,NA
Chiroptera,Kerivoula_phalaena,NA
Chiroptera,Kerivoula_picta,NA
Chiroptera,Kerivoula_smithii,NA
Chiroptera,Kerivoula_whiteheadi,NA
Rodentia,Kerodon_acrobata,NA
Rodentia,Kerodon_rupestris,75.89
Artiodactyla,Kobus_ellipsiprymnus,270
Artiodactyla,Kobus_kob,254.76
Artiodactyla,Kobus_leche,229.8
Artiodactyla,Kobus_megaceros,NA
Artiodactyla,Kobus_vardonii,258.09
Cetacea,Kogia_breviceps,NA
Cetacea,Kogia_sima,273.75
Rodentia,Komodomys_rintjanus,NA
Rodentia,Kunsia_fronto,NA
Rodentia,Kunsia_tomentosus,NA
Chiroptera,Laephotis_angolensis,NA
Chiroptera,Laephotis_botswanae,NA
Chiroptera,Laephotis_namibensis,NA
Chiroptera,Laephotis_wintoni,NA
Cetacea,Lagenodelphis_hosei,NA
Cetacea,Lagenorhynchus_acutus,319.37
Cetacea,Lagenorhynchus_albirostris,365
Cetacea,Lagenorhynchus_australis,NA
Cetacea,Lagenorhynchus_cruciger,NA
Cetacea,Lagenorhynchus_obliquidens,319.01
Cetacea,Lagenorhynchus_obscurus,NA
Rodentia,Lagidium_peruanum,140
Rodentia,Lagidium_viscacia,129.99
Rodentia,Lagidium_wolffsohni,NA
Diprotodontia,Lagorchestes_asomatus,NA
Diprotodontia,Lagorchestes_conspicillatus,31.09
Diprotodontia,Lagorchestes_hirsutus,NA
Diprotodontia,Lagorchestes_leporides,NA
Pholidota,Manis_gigantea,NA
Pholidota,Manis_javanica,NA
Pholidota,Manis_pentadactyla,NA
Pholidota,Manis_temminckii,139
Pholidota,Manis_tetradactyla,NA
Pholidota,Manis_tricuspis,126.85
Rodentia,Margaretamys_beccarii,NA
Rodentia,Meriones_meridianus,23.95
Rodentia,Meriones_persicus,28
Rodentia,Meriones_rex,NA
Rodentia,Meriones_sacramenti,NA
Rodentia,Meriones_shawi,24.8
Rodentia,Meriones_tamariscinus,NA
Rodentia,Meriones_tristrami,23.99
Rodentia,Meriones_unguiculatus,25.09
Rodentia,Meriones_vinogradovi,21.89
Rodentia,Meriones_zarudnyi,NA
Erinaceomorpha,Mesechinus_dauuricus,NA
Erinaceomorpha,Mesechinus_hughi,NA
Rodentia,Mesembriomys_gouldii,44.03
Rodentia,Mesembriomys_macrurus,NA
Chiroptera,Megaerops_kusnotoi,NA
Chiroptera,Megaerops_niphanae,NA
Chiroptera,Megaerops_wetmorei,NA
Chiroptera,Megaloglossus_woermanni,NA
Chiroptera,Molossus_pretiosus,NA
Chiroptera,Molossus_rufus,NA
Chiroptera,Molossus_sinaloae,NA
Carnivora,Monachus_monachus,334.58
Carnivora,Monachus_schauinslandi,344.15
Carnivora,Monachus_tropicalis,NA
Didelphimorphia,Monodelphis_adusta,NA
Didelphimorphia,Monodelphis_americana,NA
Didelphimorphia,Monodelphis_brevicaudata,NA
Didelphimorphia,Monodelphis_dimidiata,NA
Didelphimorphia,Monodelphis_domestica,14.55
Didelphimorphia,Monodelphis_emiliae,NA
Didelphimorphia,Monodelphis_glirina,NA
Didelphimorphia,Monodelphis_iheringi,NA
Didelphimorphia,Monodelphis_kunsi,NA
Didelphimorphia,Monodelphis_maraxina,NA
Didelphimorphia,Monodelphis_osgoodi,NA
Didelphimorphia,Monodelphis_palliolata,NA
Rodentia,Megalomys_desmarestii,NA
Rodentia,Megalomys_luciae,NA
Rodentia,Megaoryzomys_curioi,NA
Cetacea,Megaptera_novaeangliae,349.79
Soricomorpha,Megasorex_gigas,NA
Rodentia,Melanomys_caliginosus,NA
Rodentia,Melanomys_robustulus,NA
Rodentia,Melanomys_zunigae,NA
Rodentia,Melasmothrix_naso,NA
Carnivora,Meles_anakuma,NA
Carnivora,Meles_leucurus,NA
Carnivora,Meles_meles,48.6
Carnivora,Mellivora_capensis,181.46
Primates,Miopithecus_talapoin,164.38
Carnivora,Mirounga_angustirostris,290.63
Carnivora,Mirounga_leonina,243.33
Primates,Mirza_coquereli,88.58
Soricomorpha,Mogera_imaizumii,NA
Soricomorpha,Mogera_insularis,NA
Soricomorpha,Mogera_tokudae,40
Soricomorpha,Mogera_uchidai,NA
Soricomorpha,Mogera_wogura,40
Chiroptera,Molossops_aequatorianus,NA
Chiroptera,Molossops_mattogrossensis,NA
Chiroptera,Molossops_neglectus,NA
Chiroptera,Molossops_temminckii,NA
Chiroptera,Molossus_aztecus,NA
Chiroptera,Molossus_barnesi,NA
Chiroptera,Molossus_coibensis,NA
Chiroptera,Molossus_currentium,NA
Chiroptera,Molossus_molossus,107.97
Didelphimorphia,Monodelphis_rubida,NA
